// FoldWatcher
// ---------------------
// Coded by Dr.K@meleon <drkameleon@hotmail.com>
// 
// homepage : http://kameleon-nest.blogspot.com
//            http://sourceforge.net/projects/foldwatcher/
// ============================
// Filename : wus_list.dat
// Last Update : 17/05/2008
//
// -----------------------------------------------------------------
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU General Public License as published by
// the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU General Public License for more details.
//
// You should have received a copy of the GNU General Public License
// along with this program.  If not, see <http://www.gnu.org/licenses/>.
//
// Copyright (C) 2008 by Dr.K@meleon
// ========================================================

100||villin|0|0.00|6.00|2.00|0||Gastrointestinal tumors and Adenocarcinomas|
1401|171.64.122.123|p1401_Q26x2 in water|12314|46.00|68.00|240.00|100|GROMACS|Huntingdons Disease|nwkelley|
1402|171.64.122.123|p1402_Q26x3 in water|12336|50.00|74.00|264.00|100|GROMACS|Huntingdons Disease|nwkelley|
1403|171.64.122.123|p1403_Q36 in water|12279|44.00|65.00|230.00|100|GROMACS|Huntingdons Disease|nwkelley|
1404|171.64.122.123|p1404_Q36x2 in water|12321|48.00|70.00|251.00|100|GROMACS|Huntingdons Disease|nwkelley|
1405|171.64.122.123|p1405_polyQ44 in water|12280|45.00|65.00|234.00|100|GROMACS|Huntingdons Disease|nwkelley|
1406|171.64.122.123|p1406_Q44x2 in water|12368|50.00|74.00|266.00|100|GROMACS|Huntingdons Disease|nwkelley|
1407|171.64.122.123|p1407_polyQ20x2 in water|12278|45.00|66.00|235.00|100|GROMACS|Huntingdons Disease|nwkelley|
1408|171.64.122.123|p1408_Q20x4 in water|12337|50.00|73.00|261.00|100|GROMACS|Huntingdons Disease|nwkelley|
1409|171.64.122.123|p1409_polyQ26 in water|12271|43.00|64.00|228.00|100|GROMACS|Huntingdons Disease|nwkelley|
1410|171.64.122.123|p1410_Q26x2 in water|12314|46.00|68.00|240.00|100|GROMACS|Huntingdons Disease|nwkelley|
1411|171.64.122.123|p1411_Q26x3 in water|12336|50.00|74.00|264.00|100|GROMACS|Huntingdons Disease|nwkelley|
1412|171.64.122.123|p1412_polyQ36 in water|12279|44.00|65.00|230.00|100|GROMACS|Huntingdons Disease|nwkelley|
1413|171.64.122.123|p1413_polyQ36x2 in water|12321|48.00|70.00|251.00|100|GROMACS|Huntingdons Disease|nwkelley|
1415|171.64.122.110|p1415_Q88 in water|12368|50.00|74.00|266.00|100|GROMACS|Huntingdons Disease|nwkelley|
1416|171.64.122.110|p1416_polyQ_beta-helix|12280|45.00|65.00|234.00|100|GROMACS|Huntingdons Disease|nwkelley|
1417|171.64.122.110|p1417_extended-polyQ44-anhydrous|748|16.00|23.00|72.00|100|GROMACS|Huntingdons Disease|nwkelley|
1418|171.64.122.110|p1418_extended-polyQ44-anhydrous|748|16.00|23.00|72.00|100|GROMACS|Huntingdons Disease|nwkelley|
1420|171.64.122.131|p1420_POLYQ MEWHELIX|34657|137.00|205.00|745.00|100|GROMACS|Huntingdons Disease|nwkelley|
1421|171.64.122.131|p1421_POLYQ MEWHELIX|34431|135.00|202.00|734.00|100|GROMACS|Huntingdons Disease|nwkelley|
1422|171.64.122.131|p1422_POLYQ MEWHELIX|34423|132.00|198.00|717.00|100|GROMACS|Huntingdons Disease|nwkelley|
1423|171.64.122.131|p1423_POLYQ MEWHELIX|34432|137.00|204.00|742.00|100|GROMACS|Huntingdons Disease|nwkelley|
1424|171.64.122.131|p1424_POLYQ ANTI-BETASHEET|1496|73.00|109.00|393.00|100|GROMACS|Huntingdons Disease|nwkelley|
1425|171.64.122.131|p1425_POLYQ PARA-BETASHEET|1496|73.00|109.00|393.00|100|GROMACS|Huntingdons Disease|nwkelley|
1426|171.64.122.131|p1426_POLYQ BETA-STRAND|235226|162.00|242.00|881.00|100|GROMACS|Huntingdons Disease|nwkelley|
1427|171.64.122.131|p1427_POLYQ BETA-STRAND|235172|162.00|242.00|881.00|100|GROMACS|Huntingdons Disease|nwkelley|
1428|171.64.122.131|p1428_POLYQ BETA-STRAND|136608|96.00|143.00|516.00|100|GROMACS|Huntingdons Disease|nwkelley|
1429|171.64.122.131|p1429_POLYQ BETA-STRAND|136662|96.00|143.00|516.00|100|GROMACS|Huntingdons Disease|nwkelley|
1430|171.64.122.131|p1430_POLYQ BETA-STRAND|51374|37.00|55.00|195.00|100|GROMACS|Huntingdons Disease|nwkelley|
1431|171.64.122.131|p1431_POLYQ BETA-STRAND|51371|37.00|55.00|195.00|100|GROMACS|Huntingdons Disease|nwkelley|
1432|171.64.122.131|p1432_POLYQ BETA-STRAND|29501|22.00|32.00|112.00|100|GROMACS|Huntingdons Disease|nwkelley|
1433|171.64.122.131|p1433_POLYQ BETA-STRAND|29498|22.00|32.00|112.00|100|GROMACS|Huntingdons Disease|nwkelley|
1475|171.64.122.128|p1475_tet1_03_1|126006|35.00|52.00|364.00|100|GROMACS|*Lipid Membrane Interaction|kasson|
1476|171.64.122.128|p1476_tet_2nm|126006|35.00|52.00|364.00|100|GROMACS|*Lipid Membrane Interaction|kasson|
1477|171.64.122.134|p1477_release31_0|126006|35.00|52.00|364.00|100|GROMACS|*Lipid Membrane Interaction|kasson|
1478|171.64.122.134|p1478_tet_1478|126006|35.00|52.00|364.00|100|GROMACS|*Lipid Membrane Interaction|kasson|
1480|171.64.122.134|p1480_dppc_chol|11120|36.00|53.00|376.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1481|171.64.122.128|p1481_tet_2nm|126006|35.00|52.00|364.00|100|GROMACS|*Lipid Membrane Interaction|kasson|
1482||p1482_tet30_1nm|0|90.00|0.00|1942.00|100|GROMACS|*Lipid Membrane Interaction|kasson|
1485|171.65.103.68|p1485_rxnsemi300|18429|25.00|47.00|166.00|0|GROMACS33|*Lipid Membrane Interactions|kasson|
1486|171.65.103.68|p1486_hafp_fus|33209|50.00|200.00|300.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1487|171.65.103.68|p1487_DPPC_DOPC_CHOL|87920|47.00|150.00|1741.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1488|171.65.103.68|p1488_Protein in POPC|77094|48.00|127.00|459.00|0|GROMACS33|*Lipid Membrane Interactions|kasson|
1489|171.65.103.68|p1489_Protein_POPC|18462|32.00|47.00|165.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1490|171.64.122.68|p1490_Membrane|0|4.00|4.00|12.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1491|171.65.103.68|p1491_Membrane|25541|3.00|4.00|12.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1492|171.65.103.68|p1492_membrane_protein|18894|33.00|48.00|170.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1493|171.65.103.68|p1493_Protein|23442|33.00|59.00|210.00|0|GROMACS33|*Lipid Membrane Interactions|kasson|
1495|171.64.122.128|p1495_tet_new|126006|35.00|52.00|292.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
1496|171.65.103.68|p1496_Protein in POPC|77373|48.00|127.00|459.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
1497|171.64.122.128|p1497_TETHERED VESICLES|126006|35.00|52.00|292.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
1498|171.64.122.128|p1498_TETHERED VESICLES|308047|38.00|76.00|755.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
1499|171.64.122.134|p1499_tet_1499|126006|20.00|40.00|364.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
1500|171.65.103.149|p1500_FSnat_273_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1501|171.65.103.149|p1501_FSunf_273_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1502|171.65.103.149|p1502_FSnat_289_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1503|171.65.103.149|p1503_FSunf_289_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1504|171.65.103.149|p1504_FSnat_305_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1505|171.65.103.149|p1505_FSunf_305_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1506|171.65.103.149|p1506_FSnat_321_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1507|171.65.103.149|p1507_FSunf_321_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1508|171.65.103.149|p1508_FSnat_337_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1509|171.65.103.149|p1509_FSunf_337_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1510|171.65.103.149|p1510_FSnat_353_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1511|171.65.103.149|p1511_FSunf_353_dd19_lowv|165|9.00|13.00|39.00|100|GROMACS|General|esorin|
1512|171.65.103.149|p1512_A21nat_273_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1513|171.65.103.149|p1513_A21unf_273_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1514|171.65.103.149|p1514_A21nat_289_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1515|171.65.103.149|p1515_A21unf_289_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1516|171.65.103.149|p1516_A21nat_305_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1517|171.65.103.149|p1517_A21unf_305_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1518|171.65.103.149|p1518_A21nat_321_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1519|171.65.103.149|p1519_A21unf_321_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1520|171.65.103.149|p1520_A21nat_337_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1521|171.65.103.149|p1521_A21unf_337_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1522|171.65.103.149|p1522_A21nat_353_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1523|171.65.103.149|p1523_A21unf_353_dd19_lowv|132|8.00|11.00|32.00|100|GROMACS|General|esorin|
1534|171.64.122.129|p1534_FSnat_305_94q|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1535|171.64.122.129|p1535_FSden_305_94q|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1536|171.64.122.129|p1536_FSnat_305_94sq|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1537|171.64.122.129|p1537_FSden_305_94sq|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1538|171.64.122.129|p1538_FSnat_305_GSq|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1539|171.64.122.129|p1539_FSden_305_GSq|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1540|171.64.122.129|p1540_FSnat_305_GSsq|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1541|171.64.122.129|p1541_FSden_305_GSsq|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1542|171.64.122.129|p1542_FSnat_305_99pq|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1543|171.64.122.129|p1543_FSden_305_99pq|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1544|171.64.122.129|p1544_FSnat_305_99psq|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1545|171.64.122.129|p1545_FSden_305_99psq|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1546|171.65.103.155|p1546_A21ext_d11_GO|1828|19.00|28.00|95.00|100|GROMACS|General|esorin|
1547|171.65.103.155|p1547_A21nat_d11_GO|1828|19.00|28.00|95.00|100|GROMACS|General|esorin|
1548|171.65.103.155|p1548_A21ext_d13_GO|2120|20.00|29.00|100.00|100|GROMACS|General|esorin|
1549|171.65.103.155|p1549_A21nat_d13_GO|2120|20.00|29.00|100.00|100|GROMACS|General|esorin|
1550|171.65.103.155|p1550_A21ext_d15_GO|2412|22.00|31.00|108.00|100|GROMACS|General|esorin|
1551|171.65.103.155|p1551_A21nat_d15_GO|2412|22.00|31.00|108.00|100|GROMACS|General|esorin|
1552|171.65.103.155|p1552_A21ext_d19_GO|2996|24.00|36.00|123.00|100|GROMACS|General|esorin|
1553|171.65.103.155|p1553_A21nat_d19_GO|2996|24.00|36.00|123.00|100|GROMACS|General|esorin|
1554|171.65.103.155|p1554_A21ext_d22_GO|3434|26.00|39.00|134.00|100|GROMACS|General|esorin|
1555|171.65.103.155|p1555_A21nat_d22_GO|3434|26.00|39.00|134.00|100|GROMACS|General|esorin|
1556|171.65.103.155|p1556_A21ext_d26_GO|4018|29.00|43.00|149.00|100|GROMACS|General|esorin|
1557|171.65.103.155|p1557_A21nat_d26_GO|4018|29.00|43.00|149.00|100|GROMACS|General|esorin|
1558|171.65.103.155|p1558_A21ext_d11_VAC|1828|17.00|25.00|84.00|100|GROMACS|General|esorin|
1559|171.65.103.155|p1559_A21nat_d11_VAC|1828|17.00|25.00|84.00|100|GROMACS|General|esorin|
1560|171.65.103.155|p1560_A21ext_d13_VAC|2120|18.00|26.00|89.00|100|GROMACS|General|esorin|
1561|171.65.103.155|p1561_A21nat_d13_VAC|2120|18.00|26.00|89.00|100|GROMACS|General|esorin|
1562|171.65.103.155|p1562_A21ext_d15_VAC|2412|19.00|28.00|96.00|100|GROMACS|General|esorin|
1563|171.65.103.155|p1563_A21nat_d15_VAC|2412|19.00|28.00|96.00|100|GROMACS|General|esorin|
1564|171.65.103.155|p1564_A21ext_d19_VAC|2996|22.00|32.00|111.00|100|GROMACS|General|esorin|
1565|171.65.103.155|p1565_A21nat_d19_VAC|2996|22.00|32.00|111.00|100|GROMACS|General|esorin|
1566|171.65.103.155|p1566_A21ext_d22_VAC|3434|25.00|36.00|124.00|100|GROMACS|General|esorin|
1567|171.65.103.155|p1567_A21nat_d22_VAC|3434|25.00|36.00|124.00|100|GROMACS|General|esorin|
1568|171.65.103.155|p1568_A21ext_d26_VAC|4018|27.00|40.00|139.00|100|GROMACS|General|esorin|
1569|171.65.103.155|p1569_A21nat_d26_VAC|4018|27.00|40.00|139.00|100|GROMACS|General|esorin|
1570|171.65.103.155|p1570_A21ext_d11_GO|1828|19.00|28.00|95.00|100|GROMACS|General|esorin|
1571|171.65.103.155|p1571_A21nat_d11_GO|1828|19.00|28.00|95.00|100|GROMACS|General|esorin|
1572|171.65.103.155|p1572_A21ext_d13_GO|2120|20.00|29.00|100.00|100|GROMACS|General|esorin|
1573|171.65.103.155|p1573_A21nat_d13_GO|2120|20.00|29.00|100.00|100|GROMACS|General|esorin|
1574|171.65.103.155|p1574_A21ext_d15_GO|2412|22.00|31.00|108.00|100|GROMACS|General|esorin|
1575|171.65.103.155|p1575_A21nat_d15_GO|2412|22.00|31.00|108.00|100|GROMACS|General|esorin|
1576|171.65.103.155|p1576_A21ext_d19_GO|2996|24.00|36.00|123.00|100|GROMACS|General|esorin|
1577|171.65.103.155|p1577_A21nat_d19_GO|2996|24.00|36.00|123.00|100|GROMACS|General|esorin|
1578|171.65.103.155|p1578_A21ext_d22_GO|3434|26.00|39.00|134.00|100|GROMACS|General|esorin|
1579|171.65.103.155|p1579_A21nat_d22_GO|3434|26.00|39.00|134.00|100|GROMACS|General|esorin|
1580|171.65.103.155|p1580_A21ext_d26_GO|4018|29.00|43.00|149.00|100|GROMACS|General|esorin|
1581|171.65.103.155|p1581_A21nat_d26_GO|4018|29.00|43.00|149.00|100|GROMACS|General|esorin|
1582|171.65.103.149|p1582_A7ext_298K_03|4167|18.00|24.00|76.00|100|GROMACS|General|esorin|
1583|171.65.103.149|p1583_A7hel_298K_03|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1584|171.65.103.149|p1584_A7pp2_298K_03|4206|18.00|24.00|76.00|100|GROMACS|General|esorin|
1585|171.65.103.149|p1585_nat_305_03|6414|18.00|36.00|57.00|100|GROMACS|General|esorin|
1586|171.65.103.149|p1586_unf_305_03|6384|18.00|36.00|57.00|100|GROMACS|General|esorin|
1587|171.65.103.149|p1587_A21nat_305_03|6426|18.00|36.00|57.00|100|GROMACS|General|esorin|
1588|171.65.103.149|p1588_A21unf_305_03|6399|18.00|36.00|57.00|100|GROMACS|General|esorin|
1589|171.65.103.149|p1589_TZ2nat_305_03|9129|12.00|17.00|56.00|100|GROMACS|General|esorin|
1590|171.65.103.149|p1590_TZ2unf_305_03|9141|12.00|17.00|56.00|100|GROMACS|General|esorin|
1591|171.64.122.129|p1591_LZIP-1598-0-12_pfold|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1592|171.64.122.129|p1592_LZIP-1598-1-85_pfold|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1593|171.64.122.129|p1593_LZIP-1599-1-48_pfold|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1594|171.64.122.129|p1594_LZIP-1599-2-8_pfold|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1595|171.64.122.116|p1595_lzip_273|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1596|171.64.122.116|p1596_lzip_298|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1597|171.64.122.116|p1597_lzip_323|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1598|171.64.122.116|p1598_lzip_348|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1599|171.64.122.116|p1599_lzip_373|34341|12.00|18.00|57.00|100|GROMACS|General|esorin|
1600|171.64.122.127|p1600_c20MUreGS|17368|29.00|42.00|146.00|100|GROMACS|Calcium Sensitivity|rbrandman|
1601|171.64.122.127|p1601_NTL8MUreGS|3366|10.00|13.00|41.00|100|GROMACS|General|rbrandman|
1602|171.64.122.127|p1602_NTL4MUreGS|3411|9.00|12.00|38.00|100|GROMACS|General|rbrandman|
1603|171.64.122.127|p1603_NTL1MUreGS|3403|8.00|11.00|33.00|100|GROMACS|General|rbrandman|
1604|171.64.122.127|p1604_NTL0MUreGS|3418|8.00|11.00|32.00|100|GROMACS|General|rbrandman|
1605|171.64.122.124|p1605_vill8MUre99p|6372|16.00|23.00|78.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|rbrandman|
1606|171.64.122.127|p1606_villinW1U1|6127|12.00|17.00|53.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|rbrandman|
1607|171.64.122.127|p1607_villinW1U0|6127|12.00|17.00|53.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|rbrandman|
1608|171.64.122.127|p1608_villinW0U0|6127|12.00|17.00|53.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|rbrandman|
1720|171.65.103.155|p1720_A21ext_d11_VAC|1828|18.00|26.00|89.00|100|GROMACS|General|esorin|
1721|171.65.103.155|p1721_A21nat_d11_VAC|1828|18.00|26.00|89.00|100|GROMACS|General|esorin|
1722|171.65.103.155|p1722_A21ext_d13_VAC|2120|19.00|27.00|94.00|100|GROMACS|General|esorin|
1723|171.65.103.155|p1723_A21nat_d13_VAC|2120|19.00|27.00|94.00|100|GROMACS|General|esorin|
1724|171.65.103.155|p1724_A21ext_d15_VAC|2412|20.00|28.00|99.00|100|GROMACS|General|esorin|
1725|171.65.103.155|p1725_A21nat_d15_VAC|2412|20.00|28.00|99.00|100|GROMACS|General|esorin|
1726|171.65.103.155|p1726_A21ext_d19_VAC|2996|22.00|32.00|110.00|100|GROMACS|General|esorin|
1727|171.65.103.155|p1727_A21nat_d19_VAC|2996|22.00|32.00|110.00|100|GROMACS|General|esorin|
1728|171.65.103.155|p1728_A21ext_d22_VAC|3434|24.00|36.00|123.00|100|GROMACS|General|esorin|
1729|171.65.103.155|p1729_A21nat_d22_VAC|3434|24.00|36.00|123.00|100|GROMACS|General|esorin|
1730|171.65.103.155|p1730_A21ext_d26_VAC|4018|27.00|40.00|139.00|100|GROMACS|General|esorin|
1731|171.65.103.155|p1731_A21nat_d26_VAC|4018|27.00|40.00|139.00|100|GROMACS|General|esorin|
1800|171.65.103.158|p1800_Collagen_PPG10_restrained_unfolding|1086|16.00|23.00|77.00|100|AMBER|Osteogenesis imperfecta|spark7|
1801|171.65.103.158|p1801_Collagen_PPG10_refolding|1086|14.00|20.00|66.00|100|AMBER|Osteogenesis imperfecta|spark7|
1802|171.65.103.158|p1802_Collagen_POG10_restrained_unfolding|1116|16.00|23.00|77.00|100|AMBER|Osteogenesis imperfecta|spark7|
1803|171.65.103.158|p1803_Collagen_POG10_refolding|1116|14.00|21.00|69.00|100|AMBER|Osteogenesis imperfecta|spark7|
1804|171.65.103.158|p1804_Collagen_PPG10_refolding_gamma|1086|24.00|35.00|123.00|100|AMBER|Osteogenesis imperfecta|spark7|
1805|171.65.103.158|p1805_Collagen_POG10_refolding_gamma|1116|26.00|37.00|130.00|100|AMBER|Osteogenesis imperfecta|spark7|
1806|171.65.103.158|p1806_Collagen_Brodsky_restrained_unfolding|1125|5.00|10.00|19.00|100|AMBER|Osteogenesis imperfecta|spark7|
1807|171.65.103.158|p1807_Collagen_POG10new_restrained_unfolding|1116|5.00|10.00|19.00|100|AMBER|Osteogenesis imperfecta|spark7|
1808|171.65.103.158|p1808_Collagen_Brodsky_refolding|1125|30.00|44.00|153.00|100|AMBER|Osteogenesis imperfecta|spark|
1809|171.65.103.158|p1809_Collagen_POG10new_refolding|1116|30.00|44.00|153.00|100|AMBER|Osteogenesis imperfecta|spark|
1812|171.65.103.158|p1812_Collagen_POG10more_restrained_unfolding|1116|5.00|10.00|19.00|100|AMBER|Osteogenesis imperfecta|spark7|
1813|171.65.103.158|p1813_Collagen_Brodskymore_restrained_unfolding|1125|5.00|10.00|19.00|100|AMBER|Osteogenesis imperfecta|spark7|
1814|171.65.103.158|p1814_Collagen_POG10more_refolding|1116|30.00|44.00|153.00|100|AMBER|Osteogenesis imperfecta|spark|
1815|171.65.103.158|p1815_Collagen_Brodsky_refolding|1125|30.00|44.00|153.00|100|AMBER|Osteogenesis imperfecta|spark|
1816|171.65.103.158|p1816_COL1|76522|62.00|92.00|330.00|100|GROMACS33|Osteogenesis imperfecta|spark|
1850|171.65.103.158|p1850_Myosin6_PT_US|1205|35.00|52.00|182.00|100|AMBER|*Muscle Contraction|spark7|
1851|171.65.103.158|p1851_Myosin6_PT_US_2|1205|18.00|26.00|93.00|100|AMBER|*Muscle Contraction|spark7|
1852|171.65.103.158|p1852_Myosin6_PT_US_TIP3P_at13|24767|34.00|50.00|176.00|100|GROMACS|*Muscle Contraction|spark|
1860|171.65.103.158|p1860_Myosin6_PT_US_TIP3P_at9|29699|38.00|56.00|198.00|100|GROMACS|*Muscle Contraction|spark|
1862|171.65.103.158|p1862_Myosin6_PT_US_TIP3P_bbox|61055|99.00|148.00|535.00|100|GROMACS|*Muscle Contraction|spark|
1900|171.64.122.113|p1900_32_water_molecules|96|12.00|19.00|125.00|100|QMD|N/A|ymrhee|
1901|171.64.122.113|p1901_32_water_molecules|96|12.00|19.00|125.00|100|QMD|N/A|ymrhee|
1902|171.64.122.113|p1902_32_water_molecules|96|12.00|19.00|125.00|100|QMD|N/A|ymrhee|
1910|171.64.122.113|p1910_ALA-dipeptide|118|29.00|43.00|450.00|100|QMD|N/A|ymrhee|
1911|171.64.122.113|p1911_ALA-dipeptide_umbrel|118|29.00|43.00|450.00|100|QMD|N/A|ymrhee|
1912|171.64.122.113|p1912_ALA-dipeptide_umb2|118|29.00|43.00|450.00|100|QMD|N/A|ymrhee|
2000|171.65.103.157|p2000_ab1-43|2576|30.00|44.00|154.00|100|GROMACS|Alzheimers|luttmann|
2002|171.65.103.157|p2002_ab1-43_4mer_opls|2576|35.00|51.00|180.00|100|GROMACS|Alzheimers|luttmann|
2003|171.65.103.157|p2003_ab1-42_4mer_opls-dummy|2824|32.00|46.00|162.00|100|GROMACS|Alzheimers|luttmann|
2004|171.64.122.136|p2004_A21|222|30.00|44.00|154.00|100|GBGROMACS|Alzheimers|luttmann|
2005|171.64.122.136|p2005_BBA5_pfold|385|17.00|25.00|83.00|100|GROMACS|*Synthetic Construct|alexrson|
2006|171.64.122.136|p2006_BBA5_pfold|385|17.00|25.00|85.00|100|GROMACS|*Synthetic Construct|alexrson|
2007|171.64.122.136|p2007_BBA5_pfold|385|16.00|24.00|79.00|100|GROMACS|*Synthetic Construct|alexrson|
2008|171.64.122.136|p2008_BBA5|12200|42.00|61.00|218.00|100|GROMACS|*Synthetic Construct|luttmann|
2009|171.64.122.136|p2009_BBA5|12200|30.00|45.00|157.00|100|DGROMACS|*Synthetic Construct|luttmann|
2010|171.64.122.136|p2010_BBA5_ext|12200|27.00|39.00|136.00|100|GROMACS|*Synthetic Construct|alexrson|
2011|171.64.122.136|p2011_BBA5_ext|12200|27.00|39.00|136.00|100|GROMACS|*Synthetic Construct|alexrson|
2012|171.64.122.136|p2012_BBA5|12200|27.00|39.00|136.00|100|GROMACS|*Synthetic Construct|luttmann|
2013|171.64.122.136|p2013_BBA5|12200|39.00|57.00|201.00|100|GROMACS|*Synthetic Construct|luttmann|
2014|171.64.122.136|p2014_BBA5|12200|230.00|34.00|116.00|100|GROMACS|*Synthetic Construct|alexrson|
2015|171.64.122.136|p2015_BBA5|12200|44.00|65.00|231.00|100|GROMACS|*Synthetic Construct|alexrson|
2016|171.64.122.136|p2016_BBA5_pfold|385|36.00|53.00|188.00|100|GBGROMACS|*Synthetic Construct|luttmann|
2017|171.64.122.136|p2017_BBA5_pfold|385|35.00|51.00|181.00|100|GBGROMACS|*Synthetic Construct|luttmann|
2018|171.64.122.136|p2018_BBA5|12200|20.00|30.00|101.00|100|DGROMACS|*Synthetic Construct|alexrson|
2019|171.64.122.136|p2019_BBA5|12200|19.00|28.00|95.00|100|DGROMACS|*Synthetic Construct|luttmann|
2021|171.65.103.150|p2021_Im7|29073|35.00|51.00|181.00|100|GROMACS|General|alexrson|
2022|171.65.103.150|p2022_FKBP|25507|46.00|69.00|162.00|100|GROMACS|General|alexrson|
2023|171.65.103.150|p2023_Lambda_repressor|20416|25.00|37.00|127.00|100|GROMACS|General|alexrson|
2024|171.65.103.150|p2024_ACBP|27984|34.00|50.00|175.00|100|GROMACS|General|alexrson|
2025|171.65.103.150|p2025_ADAh2|25589|31.00|45.00|159.00|100|GROMACS|General|alexrson|
2026|171.65.103.150|p2026_Protein_A|31942|37.00|55.00|194.00|100|GROMACS|General|alexrson|
2027|171.65.103.150|p2027_Ubiquitin|25555|31.00|45.00|159.00|100|GROMACS|General|alexrson|
2028|171.65.103.150|p2028_CI2|21434|26.00|38.00|133.00|100|GROMACS|General|alexrson|
2029|171.65.103.150|p2029_Protein_G|22786|27.00|40.00|140.00|100|GROMACS|General|alexrson|
2030|171.65.103.150|p2030_Coiled_coil|46366|55.00|81.00|289.00|100|GROMACS|General|alexrson|
2031|171.65.103.150|p2031_Ubiquitin_mutant|25547|31.00|45.00|159.00|100|GROMACS|General|alexrson|
2032|171.65.103.150|p2032_mAcP|26737|35.00|51.00|181.00|100|GROMACS|General|alexrson|
2033|171.64.122.70|p2033_mAcP_mutant_Sosnick|26743|25.00|37.00|167.00|100|GROMACS|General|alexrson|
2034|171.65.103.150|p2034_Protein_A_wt_sosnick|22153|37.00|55.00|136.00|100|GROMACS|General|alexrson|
2035|171.65.103.150|p2035_Protein_A_mutant_Sosnick|22153|37.00|55.00|136.00|100|GROMACS|General|alexrson|
